;Fruit;Company;Clean Format;Sum of Volume;Average of Price
;mango;;;;
;;;Pulp;0 MT;1 600 USD/MT
;;;;;
;;VIRU S.A.;;;
;;;Chunks;36 MT;1 354 USD/MT
;;;Unknown;18 MT;2 009 USD/MT
;;;Pulp;0 MT; 883 USD/MT
;;;;;
;;NATURANDINA DEL PERU S.A.C.;;;
;;;Chunks;39 MT;2 813 USD/MT
;;;;;
;;PACIFIC IQF SAC;;;
;;;Chunks;25 MT;1 232 USD/MT
;;;;;
;;ALIMENTOS HIMALAYA PERU E.I.R.L.;;;
;;;Chunks;20 MT;2 933 USD/MT
;;;;;
;;;;;
;mix;;;;
;;SUNSHINE EXPORT S.A.C;;;
;;;Unknown;877 MT;3 159 USD/MT
;;;;;
;;MEBOL SAC;;;
;;;Chunks;131 MT;2 737 USD/MT
;;;Unknown;56 MT;2 112 USD/MT
;;;;;
;;FRUTÍCOLA OLMUÉ PERÚ S.A.C.;;;
;;;(blank);120 MT;2 674 USD/MT
;;;;;
;;VIRÚ GROUP PERÚ S.A.;;;
;;;Unknown;22 MT;1 776 USD/MT
;;;Chunks;22 MT;2 900 USD/MT
;;;;;
;;;;;
Strawberrry;strawberry;;;;
;;VIRÚ GROUP PERÚ S.A.;;;
;;;Unknown;288 MT;2 126 USD/MT
;;;Chunks;203 MT;2 763 USD/MT
;;;Slices;0 MT;3 605 USD/MT
;;;Pulp;0 MT; 875 USD/MT
;;;Whole;0 MT;5 333 USD/MT
;;;Halves;0 MT;5 333 USD/MT
;;;;;
;;VIRU S.A.;;;
;;;Unknown;88 MT;2 229 USD/MT
;;;Chunks;73 MT;2 866 USD/MT
;;;Pulp;0 MT; 818 USD/MT
;;;Slices;0 MT; 350 USD/MT
;;;;;
;;FRUTOS TROPICALES PERU EXPORT SOCIEDAD A;;;
;;;Unknown;120 MT;1 690 USD/MT
;;;Whole;36 MT;1 825 USD/MT
;;;;;
;;MEBOL GF S.A.C.;;;
;;;Chunks;24 MT;1 905 USD/MT
;;;Unknown;0 MT;1 000 USD/MT
;;;;;
;;;;;
;pomegranate;;;;
Pomegranate;;AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA;;;
;;;Cubes;326 MT;3 536 USD/MT
;;;Unknown;24 MT;2 900 USD/MT
;;;;;
;;AGRICOLA LOS MEDANOS S.A.;;;
;;;Cubes;220 MT;3 918 USD/MT
;;;Unknown;16 MT;4 048 USD/MT
;;;;;
;;SANTA SOFIA DEL SUR S.A.C.;;;
;;;Cubes;69 MT;3 350 USD/MT
;;;Unknown;24 MT;3 740 USD/MT
;;;;;
;;FRUTOS TROPICALES PERU EXPORT SOCIEDAD A;;;
;;;Unknown;88 MT;3 375 USD/MT
;;;Cubes;0 MT; 250 USD/MT
;;;;;
;;SUNSHINE EXPORT S.A.C;;;
;;;Unknown;32 MT;2 500 USD/MT
;;;Chunks;3 MT;4 150 USD/MT
;;;;;
;;CORPORACION AGROLATINA S.A.C.;;;
;;;Cubes;25 MT;9 000 USD/MT
;;;;;
;;;;;
;lucuma;;;;
Lucuma;;AMARA FOODS S.A.C.;;;
;;;Pulp;123 MT;3 469 USD/MT
;;;;;
;;ELITE FOOD PERU S.A.C.;;;
;;;Pulp;104 MT;3 829 USD/MT
;;;;;
;;FUSION FOODS S.A.C.;;;
;;;Pulp;66 MT;4 045 USD/MT
;;;;;
;;BELMONT FOODS PERU S.A.C.;;;
;;;Pulp;52 MT;3 655 USD/MT
;;;;;
;;IMPORTADORA Y EXPORTADORA DOÑA ISABEL E.;;;
;;;Pulp;47 MT;4 773 USD/MT
;;;;;
;;EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D;;;
;;;Pulp;43 MT;3 762 USD/MT
;;;Cubes;1 MT;3 917 USD/MT
;;;;;
;;UNION DE NEGOCIOS CORPORATIVOS SOCIEDAD ANONIMA CERRADA;;;
;;;Pulp;24 MT;4 194 USD/MT
;;;;;
;;;;;
;papaya;;;;
Papaya;;ANDEAN SUPERFOOD SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;;;
;;;Cubes;245 MT;3 520 USD/MT
;;;Halves;125 MT;3 000 USD/MT
;;;Pulp;0 MT;1 000 USD/MT
;;;;;
;;AGRICOLA LOS MEDANOS S.A.;;;
;;;Unknown;24 MT;2 817 USD/MT
;;;Chunks;2 MT;2 799 USD/MT
;;;;;
;;;;;
;cherimoya;;;;
;;UNION DE NEGOCIOS CORPORATIVOS SOCIEDAD ANONIMA CERRADA;;;
;;;Pulp;222 MT;3 319 USD/MT
;;;Cubes;1 MT;3 800 USD/MT
;;;;;
;;COMERCIALIZADORA DEL PERU A SU MESA S.A.C.;;;
;;;Pulp;36 MT;3 620 USD/MT
;;;;;
;;FUSION FOODS S.A.C.;;;
;;;Pulp;26 MT;4 224 USD/MT
;;;;;
;;;;;
;banana;;;;
Banana;;AGROMAR INDUSTRIAL S.A.;;;
;;;Unknown;132 MT;1 217 USD/MT
;;;;;
;;VIRÚ GROUP PERÚ S.A.;;;
;;;Unknown;42 MT; 874 USD/MT
;;;Slices;0 MT;1 564 USD/MT
;;;;;
;;DOMINUS S.A.C;;;
;;;Unknown;21 MT; 774 USD/MT
;;;;;
;;;;;
;orange;;;;
Orange;;AGROINDUSTRIAS PEQUI S.A.C.;;;
;;;Pulp;50 MT;2 592 USD/MT
;;;;;
;;;;;
;camu_camu;;;;
Camu Camu;;EMPRESA AGROINDUSTRIAL DEL PERU S.A.;;;
;;;Pulp;23 MT;3 439 USD/MT
;;;;;
;;AMARUMAYU S.A.C.;;;
;;;(blank);13 MT;5 146 USD/MT
;;;Pulp;7 MT;4 681 USD/MT
;;;;;
;;;;;
;golden_berry;;;;
;;FRUTOS TONGORRAPE SOCIEDAD ANONIMA;;;
;;;(blank);22 MT;2 658 USD/MT
;;;;;
;;;;;
;acai;;;;
;;CAYNARACHI S.A.;;;
;;;Unknown;22 MT;3 245 USD/MT
