fruit_name,Exporter,format_type,Shipments,Avg Price USD/MT,Median Price USD/MT,Std Dev,Min Price USD/MT,Max Price USD/MT,Total Volume MT,Destination Countries,Organic,IQF,Certifications
lucuma,AGROMANIA SAC,unknown,1,3900.0,3900.0,,3900.0,3900.0,0.02,Italy,No,No,
lucuma,CORPORACION ESPIN E.I.R.L.,unknown,3,3300.0,3300.0,0.0,3300.0,3300.0,0.1,Italy,No,No,
lucuma,DEL ANDE ALIMENTOS S.A.C.,unknown,1,2.0,2.0,,2.0,2.0,0.0,Poland,No,No,
lucuma,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,pulp,3,4195.93,3746.5,1065.76,3428.5,5412.8,4.21,"Spain, Switzerland",No,No,
lucuma,FALEB CORP E.I.R.L.,unknown,1,3700.0,3700.0,,3700.0,3700.0,0.01,Switzerland,No,No,
lucuma,FUSION FOODS S.A.C.,pulp,22,4170.92,4269.11,1454.6,853.41,6318.28,37.47,"Italy, Spain",No,No,
lucuma,INCA INVEST PERU S.A.C.,unknown,1,3900.0,3900.0,,3900.0,3900.0,0.02,Spain,No,No,
lucuma,INDUSTRIAS SISA S.A.C.,pulp,1,3200.0,3200.0,,3200.0,3200.0,0.21,Spain,No,No,
lucuma,LAMAS IMPORT EXPORT S.A.C.,halves,2,1875.0,1875.0,176.78,1750.0,2000.0,0.35,Spain,No,No,
lucuma,LAMAS IMPORT EXPORT S.A.C.,pulp,4,1246.49,1293.34,339.42,800.0,1599.27,1.34,Spain,No,No,
lucuma,MAPA LOGISTICA INTERNACIONAL SAC,unknown,41,2091.99,2000.0,379.26,1500.0,3000.0,1.38,Italy,No,No,
lucuma,MIKUY TRADERS S.A.C.,pulp,1,2652.9,2652.9,,2652.9,2652.9,0.83,Spain,No,No,
lucuma,MIRANDA - LANGA AGRO EXPORT S.A.C - MIRANDA - LANGA S.A.C,pulp,2,4174.0,4174.0,65.05,4128.0,4220.0,6.12,Spain,No,No,
lucuma,MULTISERVICIOS ROMERO'S & MORENO'S S.A.C.,unknown,20,3414.5,3420.0,226.17,2850.0,3820.0,0.48,"Italy, Spain, Switzerland",No,No,
lucuma,NEGOCIOS E INVERSIONES MACOVIJ E.I.R.L. - NIMACOVIJ E.I.R.L.,unknown,2,4000.0,4000.0,0.0,4000.0,4000.0,0.41,"France, Spain",No,No,
lucuma,NITHO'S COMPANY S.A.C.,unknown,31,1935.48,2000.0,249.73,1000.0,2000.0,4.21,Italy,No,No,
lucuma,NOVAL COMPANY S.A.C.,unknown,2,3700.0,3700.0,0.0,3700.0,3700.0,0.15,Spain,No,No,
lucuma,OLLADEBARROFOODSOCIEDADCOMERCIALDERESPON,unknown,3,2800.0,2800.0,0.0,2800.0,2800.0,0.03,"Germany, Italy",No,No,
lucuma,QORI FOODS S.A.C.,unknown,1,1600.0,1600.0,,1600.0,1600.0,0.04,Switzerland,No,No,
lucuma,SELVA Y FLORESTA SOCIEDAD ANONIMA CERRADA - SELFLO S.A.C.,unknown,1,2490.0,2490.0,,2490.0,2490.0,0.02,Switzerland,No,No,
lucuma,SILVA & ZAPATA IMPORTACION S.A.C.,unknown,3,4203.33,3970.0,680.69,3670.0,4970.0,0.04,Switzerland,No,No,
lucuma,THE GREEN FARMER S.A.C.,pulp,6,3853.33,3820.0,185.33,3640.0,4200.0,14.03,Spain,No,No,
lucuma,ZOWI PERU SOCIEDAD ANONIMA CERRADA,pulp,2,3073.1,3073.1,855.92,2467.87,3678.33,3.14,Spain,No,No,
mango,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,broken_pieces,1,1300.0,1300.0,,1300.0,1300.0,22.6,Belgium,No,No,
mango,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,chunks,97,2087.08,1851.29,578.66,1300.0,3533.99,2062.91,"Belgium, France, Germany, Netherlands, Portugal, Spain, United Kingdom",Yes,Yes,organic
mango,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,cubes,4,1608.18,1643.81,242.34,1300.0,1845.09,59.4,"Belgium, Spain",No,Yes,
mango,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,iqf,2,1700.0,1700.0,0.0,1700.0,1700.0,14.3,Spain,No,Yes,
mango,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,unknown,12,2001.82,1600.0,944.7,714.29,3510.3,147.6,"Belgium, France, Netherlands, Spain",Yes,No,organic
mango,AGRO FROST S.A.C.,chunks,4,1720.47,1720.48,86.59,1645.46,1795.46,88.0,Belgium,Yes,Yes,organic
mango,AGROFRUTOS TRADING S.A.,chunks,7,1602.67,1650.32,259.91,1250.0,1871.5,154.0,"Belgium, Spain",No,Yes,
mango,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,broken_pieces,1,1672.09,1672.09,,1672.09,1672.09,1.5,Bulgaria,No,Yes,
mango,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,chunks,10,1572.67,1581.27,1438.56,52.0,2993.35,116.02,"Belgium, Bulgaria, Netherlands, Poland, United Kingdom",Yes,Yes,organic
mango,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,iqf,5,3178.63,3279.74,398.22,2751.79,3571.51,119.4,"Germany, Ireland, Spain, Sweden",Yes,Yes,organic
mango,AGROINDUSTRIA FRUTOS DE ORO S.A.C.,unknown,138,1774.7,1733.96,396.23,170.0,3571.5,3074.83,"Belgium, France, Germany, Ireland, Italy, Netherlands, Poland, Portugal, Spain, Sweden",Yes,No,organic
mango,AGROINDUSTRIAS AIB S.A,chunks,19,1765.51,1800.0,63.76,1668.58,1875.46,445.5,"Belgium, Germany, Poland, United Kingdom",No,No,
mango,AGROINDUSTRIAS AIB S.A,iqf,2,1765.0,1765.0,21.21,1750.0,1780.0,48.0,"Belgium, Poland",No,Yes,
mango,AGROINDUSTRIAS AIB S.A,unknown,61,1796.99,1750.0,564.98,243.01,3550.0,1242.84,"Belgium, Germany, Ireland, Netherlands, Norway, Poland, Spain, United Kingdom",No,No,
mango,AGROMAR INDUSTRIAL S.A.,chunks,34,1488.08,1624.1,279.39,1050.0,1804.21,963.0,"Belgium, Netherlands, Portugal",Yes,Yes,organic
mango,AGROMAR INDUSTRIAL S.A.,unknown,2,2000.0,2000.0,0.0,2000.0,2000.0,13.5,Netherlands,No,No,
mango,ALIMENTOS HIMALAYA PERU E.I.R.L.,pulp,1,250.0,250.0,,250.0,250.0,0.0,Italy,No,No,
mango,AMARA FOODS S.A.C.,pulp,20,833.99,818.22,47.08,804.67,970.0,538.8,Netherlands,No,No,
mango,ANDEAN PARTNER FOOD S.A.C.,strips,1,200.0,200.0,,200.0,200.0,0.0,Netherlands,No,No,
mango,ANDES TRADERS S.A.C.,chunks,1,1142.0,1142.0,,1142.0,1142.0,0.0,Spain,No,No,
mango,ANDES TRADERS S.A.C.,pulp,1,1142.0,1142.0,,1142.0,1142.0,0.0,Spain,No,No,
mango,ARA FOODS INDUSTRY S.A.C.,chunks,17,1688.88,1706.41,210.73,1133.33,1900.0,406.0,Germany,Yes,No,"conventional, organic"
mango,ARA FOODS INDUSTRY S.A.C.,unknown,6,2305.62,2262.5,771.12,1575.54,3299.82,142.0,"Germany, Poland",Yes,No,"conventional, organic"
mango,CAMPOSOL S.A.,unknown,67,1870.09,1695.41,436.71,1173.86,2942.05,1443.86,"Belgium, Germany, Poland, Spain, United Kingdom",No,No,
mango,DANPER TRUJILLO S.A.C.,unknown,18,1844.84,1903.84,279.37,1093.05,2172.26,380.18,"France, Spain, Sweden",Yes,No,organic
mango,DEL ANDE ALIMENTOS S.A.C.,chunks,2,1266.66,1266.66,1789.91,1.0,2532.31,19.04,"Germany, Poland",No,No,
mango,DEL ANDE ALIMENTOS S.A.C.,cubes,3,1700.0,1650.0,86.6,1650.0,1800.0,72.0,Belgium,No,No,
mango,DOMINUS S.A.C,chunks,5,1760.75,1719.21,81.51,1708.33,1899.68,116.0,"Belgium, France, Netherlands",No,No,
mango,DOMINUS S.A.C,unknown,43,1696.22,1738.33,656.81,40.0,3359.54,850.5,"Belgium, France, Netherlands, Spain, United Kingdom",No,No,conventional
mango,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,chunks,6,2279.58,2300.02,633.58,1566.78,3005.65,62.07,"Portugal, United Kingdom",No,Yes,conventional
mango,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,cubes,4,1974.3,2001.2,212.62,1738.83,2155.97,24.96,Spain,No,No,
mango,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,iqf,3,1993.5,2251.46,467.72,1453.6,2275.44,27.73,Portugal,No,Yes,
mango,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,pulp,1,1700.0,1700.0,,1700.0,1700.0,1.2,Spain,No,No,
mango,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,unknown,1,2341.94,2341.94,,2341.94,2341.94,15.0,Portugal,No,No,
mango,FRUTOS TONGORRAPE SOCIEDAD ANONIMA,chunks,33,1390.49,1700.0,804.6,25.0,2260.0,507.04,"Belgium, Germany, Netherlands, Poland, Portugal, United Kingdom",Yes,Yes,organic
mango,FRUTOS TONGORRAPE SOCIEDAD ANONIMA,cubes,1,2000.0,2000.0,,2000.0,2000.0,22.0,United Kingdom,No,Yes,
mango,FRUTOS TONGORRAPE SOCIEDAD ANONIMA,halves,1,25.0,25.0,,25.0,25.0,0.01,Netherlands,No,Yes,
mango,FRUTOS TONGORRAPE SOCIEDAD ANONIMA,iqf,2,1140.0,1140.0,1513.21,70.0,2210.0,24.0,Netherlands,Yes,Yes,organic
mango,FRUTOS TONGORRAPE SOCIEDAD ANONIMA,unknown,3,176.94,157.5,65.54,123.33,250.0,0.01,Germany,No,No,
mango,FRUTOS TROPICALES PERU EXPORT SOCIEDAD A,chunks,8,1992.24,1602.5,812.07,830.0,3077.02,167.06,"Belgium, Netherlands, Poland",No,No,
mango,FRUTOS TROPICALES PERU EXPORT SOCIEDAD A,unknown,82,1947.9,1745.0,636.18,1019.5,3482.81,1821.26,"Belgium, Germany, Italy, Netherlands, Poland, Portugal",Yes,No,"conventional, organic"
mango,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,broken_pieces,1,3571.43,3571.43,,3571.43,3571.43,0.01,Belgium,No,No,
mango,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,chunks,87,1953.0,1845.0,409.86,1300.02,3400.03,2004.2,"Belgium, Croatia, France, Netherlands",Yes,Yes,"conventional, organic"
mango,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,cubes,2,1820.0,1820.0,0.0,1820.0,1820.0,48.0,Netherlands,No,Yes,
mango,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,iqf,7,3007.84,2900.05,213.22,2821.13,3333.51,163.4,"Belgium, France",Yes,Yes,"conventional, organic"
mango,FUSION FOODS S.A.C.,chunks,9,2119.2,2150.0,385.23,1726.27,2550.0,105.37,"Estonia, Spain",No,Yes,
mango,FUSION FOODS S.A.C.,pulp,9,3598.46,4271.17,1763.11,853.44,5756.14,24.01,Spain,No,No,
mango,GANDULES INC SAC,iqf,3,1023.81,1000.0,41.24,1000.0,1071.43,0.02,Netherlands,No,Yes,
mango,GANDULES INC SAC,unknown,3,1778.33,1790.0,20.21,1755.0,1790.0,72.0,Netherlands,No,No,
mango,GRUPO TAVARI S.A.C.,chunks,1,1746.27,1746.27,,1746.27,1746.27,22.0,Spain,No,No,
mango,GRUPO TAVARI S.A.C.,unknown,1,2092.92,2092.92,,2092.92,2092.92,12.0,Poland,No,No,
mango,LAMAS IMPORT EXPORT S.A.C.,pulp,2,1462.38,1462.38,290.25,1257.14,1667.61,3.9,Spain,No,No,
mango,MEBOL GF S.A.C.,chunks,4,2100.67,2149.84,444.47,1572.88,2530.13,56.93,"Belgium, Netherlands, United Kingdom",No,No,
mango,MEBOL GF S.A.C.,unknown,12,2049.58,2034.26,893.21,425.0,3850.0,195.88,"Belgium, Germany, Netherlands, Norway, Spain, United Kingdom",Yes,No,organic
mango,MEBOL SAC,chunks,7,1843.99,1830.0,28.37,1830.0,1905.45,166.0,"Belgium, Netherlands, Norway",No,No,
mango,MEBOL SAC,unknown,10,1824.96,1830.0,105.6,1617.12,2050.0,216.0,"Germany, Netherlands, Norway",Yes,No,organic
mango,MONDO IMPRENDITORE S.A.C.,pulp,1,111.11,111.11,,111.11,111.11,0.04,Germany,No,No,
mango,MONDO IMPRENDITORE S.A.C.,unknown,3,768.9,661.97,200.32,644.74,1000.0,0.15,"Denmark, France, Germany",No,No,
mango,P & M FRUITS S.A.C.,chunks,1,1682.17,1682.17,,1682.17,1682.17,24.0,Poland,No,No,
mango,P & M FRUITS S.A.C.,unknown,1,100.0,100.0,,100.0,100.0,0.01,Poland,No,No,
mango,PERUVIAN FOOD GROUPS SOCIEDAD ANONIMA CERRADA.,chunks,3,1628.36,1662.33,62.48,1556.25,1666.5,72.0,"Belgium, Netherlands",No,Yes,
mango,PROCESADORA LARAN SAC,chunks,19,1829.11,1632.71,430.61,1557.34,2759.71,469.67,"Belgium, France, Netherlands",No,No,
mango,PROCESADORA PERU SOCIEDAD ANONIMA CERRADA,chunks,5,1636.87,1741.0,342.39,1034.66,1854.25,120.02,"Germany, Poland",Yes,Yes,organic
mango,PROCESADORA PERU SOCIEDAD ANONIMA CERRADA,unknown,1,1719.42,1719.42,,1719.42,1719.42,24.0,Germany,No,No,
mango,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,chunks,10,1382.0,1380.0,4.22,1380.0,1390.0,240.0,Germany,No,Yes,
mango,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,unknown,1,1250.0,1250.0,,1250.0,1250.0,22.0,Spain,No,No,
mango,PROFRUIT INDUSTRY S.A.C.,chunks,6,1645.14,1624.06,79.57,1586.04,1800.0,144.0,Germany,No,No,
mango,PULPAS Y PROCESADOS DEL AGRO SOCIEDAD ANONIMA-PULPAGRO,chunks,55,1463.25,1850.71,830.89,440.0,3200.0,745.56,"Belgium, Germany, Poland",Yes,Yes,"conventional, organic"
mango,PULPAS Y PROCESADOS DEL AGRO SOCIEDAD ANONIMA-PULPAGRO,halves,2,1025.0,1025.0,1096.02,250.0,1800.0,5.0,Poland,Yes,No,organic
mango,PULPAS Y PROCESADOS DEL AGRO SOCIEDAD ANONIMA-PULPAGRO,iqf,1,1190.25,1190.25,,1190.25,1190.25,24.0,Germany,No,Yes,
mango,QUICORNAC S.A.C.,concentrate,22,1092.64,1079.02,100.51,865.78,1242.57,1415.88,"Italy, Netherlands, Portugal",No,No,
mango,QUICORNAC S.A.C.,puree,71,1006.39,830.73,322.73,666.09,1586.0,2080.82,"Belgium, France, Italy, Netherlands, Poland, Spain",No,No,
mango,QUICORNAC S.A.C.,unknown,5,1281.24,1279.8,4.71,1275.22,1286.06,30.6,Netherlands,No,No,
mango,SANTA SOFIA DEL SUR S.A.C.,chunks,5,1555.87,1561.83,17.97,1534.58,1578.92,120.0,Germany,No,Yes,
mango,SANTA SOFIA DEL SUR S.A.C.,unknown,34,1555.53,1578.92,118.22,1138.92,1691.0,804.0,"Belgium, Germany, Netherlands, Slovenia",No,No,
mango,SOLIMAR INDUSTRIA E.I.R.L.,chunks,2,1547.16,1547.16,773.79,1000.0,2094.31,5.25,Netherlands,Yes,No,organic
mango,SUNSHINE EXPORT S.A.C,unknown,95,1964.07,1720.0,595.62,133.33,4190.0,1914.85,"Belgium, Italy, Netherlands, Poland, Sweden, United Kingdom",No,No,
mango,TANA FRUITS EXPORT E.I.R.L.,unknown,5,1890.91,1927.27,56.04,1800.0,1927.27,14.0,Spain,No,No,
mango,VIRU S.A.,chunks,121,1847.51,1984.64,497.86,200.0,3255.27,2062.71,"Belgium, Denmark, France, Germany, Netherlands, Poland, Slovenia, Spain, Sweden, United Kingdom",Yes,No,organic
mango,VIRU S.A.,cubes,19,2085.53,2113.31,252.52,1795.62,2601.78,350.66,"France, Netherlands, Spain, Sweden",No,No,
mango,VIRU S.A.,halves,11,2146.42,2028.33,645.34,680.0,3229.93,167.99,"Norway, Spain",No,No,
mango,VIRU S.A.,unknown,74,1606.22,1941.88,702.95,170.0,3069.77,953.18,"Belgium, Denmark, France, Germany, Netherlands, Poland, Spain, Sweden, United Kingdom",Yes,No,organic
mango,VIRÚ GROUP PERÚ S.A.,chunks,14,647.49,300.0,733.67,2.0,2010.2,55.37,"France, Germany, Italy, Spain, Sweden",Yes,No,organic
mango,VIRÚ GROUP PERÚ S.A.,cubes,2,2607.4,2607.4,7.22,2602.29,2612.5,16.14,Sweden,No,No,
mango,VIRÚ GROUP PERÚ S.A.,halves,4,758.34,655.0,781.64,2.0,1721.37,0.58,"Spain, Sweden",No,No,
mango,VIRÚ GROUP PERÚ S.A.,unknown,96,1657.83,2029.27,950.9,25.81,4580.75,1222.25,"Belgium, France, Netherlands, Norway, Poland, Spain, Sweden",Yes,No,organic
mango,WESTFALIA FRUIT PERÚ S.A.C.,iqf,4,1502.42,1499.93,49.13,1445.05,1564.78,96.0,"Belgium, France, Germany, Netherlands",No,Yes,
mango,WESTFALIA FRUIT PERÚ S.A.C.,unknown,27,1494.06,1522.14,110.01,1105.82,1588.16,636.45,"Belgium, Germany, Netherlands, Poland",No,No,
mix,FRUTÍCOLA OLMUÉ PERÚ S.A.C.,iqf,5,2674.0,2680.0,13.42,2650.0,2680.0,120.0,"Belgium, Netherlands",No,Yes,
mix,MONDO IMPRENDITORE S.A.C.,unknown,2,666.67,666.67,0.0,666.67,666.67,0.01,"France, Germany",No,No,
mix,PROYECTOS & EXPORTACIONES CASMA S.A.C.,unknown,1,4950.0,4950.0,,4950.0,4950.0,3.0,United Kingdom,No,No,
mix,SUNSHINE EXPORT S.A.C,unknown,1,3030.0,3030.0,,3030.0,3030.0,0.0,Sweden,No,No,
mix,VIRÚ GROUP PERÚ S.A.,unknown,1,150.0,150.0,,150.0,150.0,0.0,Spain,No,No,
papaya,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,cubes,2,2244.98,2244.98,3.97,2242.17,2247.79,1.15,Spain,No,No,
papaya,LAMAS IMPORT EXPORT S.A.C.,chunks,2,1282.26,1282.26,3.19,1280.0,1284.51,0.14,Spain,No,No,
papaya,MIKUY TRADERS S.A.C.,chunks,1,1999.8,1999.8,,1999.8,1999.8,0.2,Spain,No,No,
papaya,MIKUY TRADERS S.A.C.,pulp,1,1804.63,1804.63,,1804.63,1804.63,0.35,Spain,No,No,
papaya,MONDO IMPRENDITORE S.A.C.,unknown,1,666.67,666.67,,666.67,666.67,0.0,France,No,No,
passion_fruit,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,cubes,4,3554.04,3546.74,24.11,3534.89,3587.76,25.27,Belgium,No,Yes,
passion_fruit,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,unknown,3,3272.73,3558.39,496.0,2700.0,3559.79,29.94,Belgium,No,No,
passion_fruit,AGROINDUSTRIAS CRIAL S.A.C.,pulp,1,1500.0,1500.0,,1500.0,1500.0,0.0,United Kingdom,No,No,
passion_fruit,ALIMENTOS HIMALAYA PERU E.I.R.L.,pulp,1,250.0,250.0,,250.0,250.0,0.0,Italy,No,No,
passion_fruit,AMARA FOODS S.A.C.,pulp,13,2388.17,2500.0,705.35,333.33,3000.0,73.52,"Belgium, Netherlands, Spain, United Kingdom",No,No,
passion_fruit,BLOSSOM TRAINER PERU S.A.C.,unknown,4,2450.0,2470.0,142.36,2290.0,2570.0,0.72,Italy,No,No,
passion_fruit,EMPRESA AGRARIA CAFETALERA CHANCHAMAYO H,pulp,1,4671.7,4671.7,,4671.7,4671.7,0.26,France,Yes,No,organic
passion_fruit,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,pulp,1,3600.0,3600.0,,3600.0,3600.0,1.2,Spain,No,No,
passion_fruit,FALEB CORP E.I.R.L.,unknown,2,2875.0,2875.0,35.36,2850.0,2900.0,0.02,Switzerland,No,No,
passion_fruit,FLYMEXPORT PERU E.I.R.L.,pulp,2,3527.5,3527.5,45.96,3495.0,3560.0,39.4,Belgium,No,No,
passion_fruit,FUSION FOODS S.A.C.,pulp,13,4382.42,5638.65,1784.59,2210.67,6454.35,55.53,"Estonia, Spain",No,No,
passion_fruit,INDUSTRIAS SISA S.A.C.,pulp,4,2122.4,2323.07,990.19,843.43,3000.0,5.26,Spain,No,No,
passion_fruit,LAMAS IMPORT EXPORT S.A.C.,pulp,2,1657.36,1657.36,80.5,1600.44,1714.29,1.84,Spain,No,No,
passion_fruit,LAMAS IMPORT EXPORT S.A.C.,unknown,16,2002.62,2133.2,332.84,1442.73,2428.57,20.94,Spain,No,No,
passion_fruit,LAMAS IMPORT EXPORT S.A.C.,whole,4,1313.14,1314.14,2.1,1310.0,1314.29,1.29,Spain,No,No,
passion_fruit,MAPA LOGISTICA INTERNACIONAL SAC,unknown,1,2777.78,2777.78,,2777.78,2777.78,0.03,Italy,No,No,
passion_fruit,MEBOL SAC,chunks,1,3599.71,3599.71,,3599.71,3599.71,4.41,United Kingdom,No,No,
passion_fruit,MIKUY TRADERS S.A.C.,pulp,3,1681.87,2008.03,1096.65,459.14,2578.43,5.4,Spain,No,No,
passion_fruit,MIRANDA - LANGA AGRO EXPORT S.A.C - MIRANDA - LANGA S.A.C,pulp,2,3500.0,3500.0,235.71,3333.33,3666.67,3.06,Italy,No,No,
passion_fruit,MONDO IMPRENDITORE S.A.C.,unknown,1,625.0,625.0,,625.0,625.0,0.01,France,No,No,
passion_fruit,MULTISERVICIOS ROMERO'S & MORENO'S S.A.C.,unknown,2,3095.0,3095.0,233.35,2930.0,3260.0,0.09,Italy,No,No,
passion_fruit,OLLADEBARROFOODSOCIEDADCOMERCIALDERESPON,unknown,10,2540.0,2610.0,361.05,1700.0,2980.0,0.54,"Germany, Italy",No,No,
passion_fruit,THE GREEN FARMER S.A.C.,pulp,2,3700.0,3700.0,424.26,3400.0,4000.0,2.29,Italy,No,No,
passion_fruit,ZOWI PERU SOCIEDAD ANONIMA CERRADA,pulp,4,2973.41,2803.12,609.83,2467.41,3820.01,12.81,Spain,No,No,
pineapple,AGROINDUSTRIAS CRIAL S.A.C.,pulp,1,1500.0,1500.0,,1500.0,1500.0,0.0,United Kingdom,No,No,
pineapple,ANDEAN PARTNER FOOD S.A.C.,unknown,1,200.0,200.0,,200.0,200.0,0.0,Netherlands,No,No,
pineapple,ANDES TRADERS S.A.C.,chunks,1,1142.0,1142.0,,1142.0,1142.0,0.0,Spain,No,No,
pineapple,ANDES TRADERS S.A.C.,pulp,1,1142.0,1142.0,,1142.0,1142.0,0.0,Spain,No,No,
pineapple,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,chunks,2,2185.35,2185.35,179.27,2058.58,2312.11,5.0,United Kingdom,No,No,
pineapple,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,cubes,1,2247.8,2247.8,,2247.8,2247.8,1.26,Spain,No,No,
pineapple,LAMAS IMPORT EXPORT S.A.C.,pulp,2,1599.62,1599.62,0.54,1599.24,1600.0,1.06,Spain,No,No,
pineapple,MEBOL GF S.A.C.,unknown,1,425.0,425.0,,425.0,425.0,0.0,Belgium,No,No,
pineapple,MONDO IMPRENDITORE S.A.C.,unknown,1,666.67,666.67,,666.67,666.67,0.01,France,No,No,
pineapple,PACIFIC IQF SAC,chunks,1,1232.01,1232.01,,1232.01,1232.01,25.24,Netherlands,No,Yes,
pineapple,PROCESADORA LARAN SAC,unknown,1,950.0,950.0,,950.0,950.0,24.0,United Kingdom,No,No,
pineapple,PROCESADORA PERU SOCIEDAD ANONIMA CERRADA,unknown,4,3362.5,3325.0,94.65,3300.0,3500.01,96.0,"Belgium, Germany, Netherlands",No,No,
pineapple,SELVA INDUSTRIAL S.A.,chunks,4,3175.0,3150.0,86.6,3100.0,3300.0,91.2,"Germany, Netherlands",Yes,Yes,organic
pineapple,VIRU S.A.,chunks,3,309.0,227.0,165.96,200.0,500.0,0.02,"Denmark, Spain",No,No,
pineapple,VIRU S.A.,pulp,3,1712.5,1170.0,1492.14,567.5,3400.0,0.01,"France, Slovenia, Spain",No,No,
pineapple,VIRU S.A.,unknown,4,318.75,255.0,166.25,200.0,565.0,0.01,"Denmark, France, Spain",No,No,
pineapple,VIRÚ GROUP PERÚ S.A.,chunks,8,1127.29,789.16,1313.12,5.0,4280.0,0.22,"France, Spain, Sweden",No,No,
pineapple,VIRÚ GROUP PERÚ S.A.,pulp,3,618.67,312.5,546.83,293.51,1250.0,3.38,Spain,No,No,
pineapple,VIRÚ GROUP PERÚ S.A.,unknown,6,271.11,295.0,102.62,147.06,400.0,0.05,"Spain, Sweden",No,No,
pitaya,CAMPOSOL S.A.,unknown,1,1957.14,1957.14,,1957.14,1957.14,0.01,Spain,No,No,
pomegranate,AGRICOLA Y GANADERA CHAVIN DE HUANTAR SA,cubes,1,3800.05,3800.05,,3800.05,3800.05,20.0,Belgium,No,No,
soursop,EXPORTACIONES MIRSA EMPRESA INDIVIDUAL D,pulp,1,5984.75,5984.75,,5984.75,5984.75,0.2,Switzerland,No,No,
soursop,FUSION FOODS S.A.C.,pulp,1,5638.67,5638.67,,5638.67,5638.67,0.27,Spain,No,No,
soursop,LAMAS IMPORT EXPORT S.A.C.,pulp,6,1611.41,1600.0,51.26,1542.86,1700.0,6.61,Spain,No,No,
soursop,LAMAS IMPORT EXPORT S.A.C.,unknown,2,1128.57,1128.57,808.12,557.14,1700.0,0.91,Spain,No,No,
soursop,LAMAS IMPORT EXPORT S.A.C.,whole,2,1447.01,1447.01,83.45,1388.0,1506.02,0.09,Spain,No,No,
soursop,MIKUY TRADERS S.A.C.,pulp,1,2660.2,2660.2,,2660.2,2660.2,0.46,Spain,No,No,
soursop,NOVAL COMPANY S.A.C.,unknown,1,3350.0,3350.0,,3350.0,3350.0,0.03,Germany,No,No,
strawberry,MONARCA EXPORTS S.A.C.,unknown,2,19598.84,19598.84,88.66,19536.15,19661.54,0.03,Netherlands,No,No,
strawberry,MONDO IMPRENDITORE S.A.C.,unknown,1,666.67,666.67,,666.67,666.67,0.0,France,No,No,
strawberry,VIRU S.A.,pulp,3,1712.5,1170.0,1492.14,567.5,3400.0,0.01,"France, Slovenia, Spain",No,No,
strawberry,VIRU S.A.,unknown,2,2180.43,2180.43,1160.26,1360.0,3000.85,13.6,Spain,No,No,
strawberry,VIRÚ GROUP PERÚ S.A.,halves,2,5333.1,5333.1,6057.23,1050.0,9616.21,0.06,Spain,No,No,
strawberry,VIRÚ GROUP PERÚ S.A.,slices,2,5333.1,5333.1,6057.23,1050.0,9616.21,0.06,Spain,No,No,
strawberry,VIRÚ GROUP PERÚ S.A.,unknown,9,478.61,330.0,451.92,25.81,1250.0,0.12,"France, Spain",No,No,
strawberry,VIRÚ GROUP PERÚ S.A.,whole,2,5333.1,5333.1,6057.23,1050.0,9616.21,0.06,Spain,No,No,
